@relation chutar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
-0.249644,0.138349,0.958404,53.064838,23
-0.118112,-0.045104,0.991975,44.21624,21
-0.325365,0.143337,0.934661,51.291679,24
-0.384477,0.144852,0.911699,50.599346,22
-0.085627,-0.02007,0.996125,46.479027,30
-0.074969,-0.020071,0.996984,46.348839,25
-0.140911,-0.019919,0.989822,46.675766,32
-0.329843,0.148773,0.932239,49.155666,28
-0.352078,-0.018918,0.935779,49.092365,38
-0.086606,-0.020441,0.996033,44.664883,25
-0.336616,0.151404,0.92939,47.726006,27
0.334954,0.174886,0.925862,46.865475,23
-0.909638,0.235599,0.342129,28.802994,33
-0.946683,-0.027968,0.320949,30.897791,38
-0.957216,0.16412,0.238332,41.7966,37
-0.959071,0.161256,0.232763,42.678162,35
-0.969986,-0.022349,0.24213,41.087921,38
-0.946966,-0.032408,0.319696,31.427315,22
-0.95443,0.168138,0.246561,41.055851,27
-0.957361,0.162683,0.238737,42.700535,35
-0.014362,0.179143,0.983718,38.423496,23
-0.257667,0.173099,0.950602,39.478035,28
-0.323876,0.169477,0.930796,40.333122,30
-0.350216,-0.02289,0.936389,40.138268,36
-0.00768,0.179075,0.983805,38.226574,23
0.048085,0.180385,0.98242,38.120842,23
-0.030026,-0.031868,0.999041,37.297333,28
-0.928246,0.210904,0.306396,32.586681,28
-0.94393,-0.042126,0.327448,31.558714,26
-0.935716,-0.045211,0.349845,29.662811,26
-0.970393,-0.029176,0.239763,43.712543,23
-0.061276,-0.084069,0.994574,12.160757,39
-0.80795,-0.049618,0.587159,19.822094,23
-0.845557,-0.047178,0.531796,20.551249,38
-0.755147,0.253654,0.604494,29.372751,25
-0.891637,0.175183,0.417486,42.057442,31
-0.20514,0.002114,0.97873,48.533936,39
-0.014673,0.149548,0.988646,49.182007,27
-0.426818,-0.021828,0.904074,43.027611,39
-0.375991,0.155431,0.913495,45.930378,35
-0.387684,0.254028,0.886098,29.304585,37
-0.326404,-0.033306,0.944643,28.413916,25
-0.242737,-0.035593,0.969439,26.461832,30
-0.668638,0.17613,0.722427,41.920815,23
-0.57206,-0.036285,0.819409,26.008051,26
-0.440528,-0.03535,0.897043,25.336374,36
-0.365494,0.139146,0.920355,52.320942,26
0.111689,-0.020742,0.993527,48.503925,30
0.069612,0.327554,0.942264,22.60557,29
0.173503,0.339367,0.924514,22.396349,36
0.187807,0.144615,0.971502,47.552345,32
-0.241278,-0.017843,0.970292,52.325851,29
-0.316822,-0.018712,0.9483,46.662842,23
0.219376,-0.019403,0.975447,47.623196,26
-0.072196,0.175009,0.981916,42.233326,27
-0.903636,0.166277,0.394708,44.401672,39
-0.907783,0.162848,0.386537,45.303028,34
-0.800913,-0.049351,0.596744,19.988766,21
-0.041124,-0.022144,0.998909,42.478191,22
-0.233709,-0.03179,0.971787,29.884256,35
-0.023317,-0.046847,0.99863,20.933834,39
-0.094951,-0.045655,0.994434,21.241356,22
-0.53353,0.260482,0.804671,27.839323,23
-0.475558,0.235792,0.847495,28.965147,32
-0.381221,-0.019467,0.924279,47.65234,36
-0.082627,0.173428,0.981374,41.614632,34
-0.389985,-0.02005,0.920603,45.839436,32
-0.375668,0.149347,0.914641,49.278938,32
0.320268,-0.019495,0.947126,48.056225,23
-0.342528,0.15312,0.926946,48.131104,38
0.912356,-0.021715,0.408821,43.26226,24
0.652747,0.149403,0.742698,45.776764,36
-0.065942,0.145614,0.987141,50.456345,23
-0.199372,0.205092,0.958221,34.54211,32
-0.254797,0.288649,0.922908,25.314541,37
-0.140913,0.299124,0.943752,24.611605,36
-0.088282,-0.022962,0.995831,40.881004,29
0.034368,0.226416,0.973424,32.067585,35
-0.77651,0.189383,0.600971,39.097126,20
-0.100143,0.16919,0.980483,43.110683,24
-0.15862,0.331346,0.93008,22.614435,23
-0.290444,-0.018039,0.956722,51.617779,38
-0.3994,0.137277,0.906441,51.56115,28
-0.239159,-0.019448,0.970786,47.744854,29
-0.465948,0.187722,0.864669,37.345345,20
-0.136845,0.210164,0.968041,32.704609,21
-0.422085,0.192611,0.885858,36.365814,20
-0.934075,0.003465,0.35706,29.734737,34
-0.971064,0.002317,0.238809,43.987843,22
-0.204824,0.502597,0.839907,14.519059,29
-0.263085,0.495069,0.828066,14.780865,22
-0.073894,0.513952,0.85463,14.161738,27
-0.154051,-0.027741,0.987673,12.887955,34
-0.116047,-0.01914,0.993059,48.635479,21
-0.104719,0.148873,0.983296,48.960037,35
-0.456559,-0.026211,0.889307,35.666729,39
-0.628708,0.144239,0.764148,49.796349,39
-0.393861,0.265296,0.880052,27.856348,33
-0.29353,0.137042,0.946076,53.358543,22
-0.313896,-0.01743,0.949297,53.314713,33
-0.130796,-0.018512,0.991236,50.321575,34
-0.170874,-0.018398,0.985121,50.651592,26
-0.515635,-0.020265,0.856569,44.595085,31
-0.498796,-0.020573,0.866475,45.300102,20
-0.364183,0.15629,0.91812,46.719761,20
-0.328501,0.247231,0.911572,29.692915,31
-0.532882,0.201102,0.821946,35.148281,30
-0.147624,0.174906,0.973455,42.16824,30
-0.394973,-0.020932,0.918454,44.78598,35
-0.098442,0.163821,0.981566,44.985931,37
-0.122833,-0.020991,0.992205,44.67915,20
-0.031339,-0.042575,0.998602,21.747412,32
-0.522563,0.271822,0.808109,27.176998,28
-0.390675,0.150193,0.908194,48.96875,36
-0.383483,0.153481,0.910705,44.705605,23
-0.329447,0.166152,0.92944,44.427753,38
-0.334136,-0.021372,0.942283,43.99205,39
-0.244753,0.187682,0.951247,39.428993,39
-0.194138,0.189886,0.962421,38.957577,21
-0.193337,0.431829,0.880991,17.281128,26
-0.68546,0.320821,0.65362,23.150309,30
0.073219,-0.018481,0.997145,48.286404,20
-0.190692,-0.018191,0.981481,49.540604,32
-0.233717,-0.018306,0.972132,50.031158,36
-0.366804,0.169244,0.914774,43.685905,27
-0.474906,0.178523,0.861739,38.302898,25
0.063865,-0.018798,0.997781,49.669178,21
-0.093995,0.16201,0.982302,42.660286,38
-0.125397,-0.023068,0.991839,40.851921,20
-0.808278,-0.027967,0.588136,33.959625,31
-0.907784,-0.019924,0.418965,47.033981,27
-0.365554,-0.078137,0.927505,12.923017,36
-0.311891,0.525891,0.791305,14.352274,32
-0.742317,0.37087,0.558051,20.581188,39
-0.820255,0.324533,0.47102,23.447037,29
-0.866318,-0.043459,0.497599,22.592756,27
-0.866273,-0.043466,0.497677,22.544941,20
-0.647601,-0.04607,0.760586,19.122299,26
-0.675808,-0.044557,0.73573,19.840755,30
-0.647424,-0.046063,0.760736,19.110195,29
-0.603823,0.357474,0.712467,20.094107,29
-0.373986,0.165249,0.912594,44.708111,23
-0.437257,-0.02064,0.8991,45.477848,27
-0.393747,0.163828,0.904502,45.025642,34
-0.910976,-0.019609,0.411992,47.703178,37
-0.907141,-0.020009,0.420351,46.7789,25
-0.836126,0.193042,0.513447,38.402153,32
-0.76424,0.364968,0.531728,20.940414,24
-0.832706,0.313348,0.456524,24.205503,21
-0.147288,0.559728,0.815482,13.323531,21
-0.752581,0.299699,0.586346,20.011866,32
-0.138692,0.450884,0.881741,13.260067,29
-0.801271,-0.139114,0.581903,19.807312,21
-0.887902,-0.039986,0.458292,24.421225,33
-0.804797,0.336532,0.488925,22.69639,35
-0.820499,0.324115,0.470884,23.512049,33
-0.160596,0.559034,0.813443,13.279002,26
-0.19307,-0.085154,0.977483,11.725822,26
-0.835363,0.311342,0.453029,24.355028,20
-0.128014,-0.021571,0.991538,43.56057,28
0.092066,-0.021617,0.995518,43.475258,34
-0.26086,0.200398,0.944348,35.708954,23
-0.053737,-0.022741,0.998296,41.402424,38
-0.152385,-0.023295,0.988047,40.431244,27
0.275313,0.152605,0.949165,47.003925,34
-0.099579,-0.022942,0.994765,41.069817,28
0.123393,0.163999,0.978713,44.999191,27
-0.442994,0.226188,0.867522,31.881544,27
0.039834,-0.030923,0.998728,29.415836,39
0.068594,-0.041016,0.996801,23.844488,38
-0.154599,0.156469,0.975508,47.076241,34
-0.367704,-0.021647,0.929691,43.464787,35
-0.974451,-0.019525,0.223751,44.86697,25
-0.926835,0.212923,0.309257,32.143326,21
-0.940659,-0.03649,0.337387,30.416208,24
-0.970545,-0.026008,0.239511,42.721199,31
-0.922779,0.214597,0.320043,31.812159,29
-0.915322,0.224916,0.334063,30.723759,38
-0.921764,0.213801,0.323481,32.337261,36
