@relation chutar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
-0.029069,-0.041717,-0.998706,22.971685,20
-0.260894,0.206885,-0.942939,35.86409,27
-0.663416,-0.030548,-0.747627,31.014095,20
-0.086041,-0.009347,-0.996248,96.439438,24
-0.186858,0.072535,-0.979706,98.164276,28
-0.209033,0.15901,-0.964894,46.090923,29
0.102878,-0.026219,-0.994348,35.743446,39
-0.73806,0.412637,-0.533852,15.901755,27
-0.972599,-0.020222,-0.231607,45.182411,33
-0.248935,-0.033304,-0.967947,25.207903,38
-0.072953,-0.021842,-0.997096,43.005535,24
0.35139,0.227813,-0.908089,32.834888,32
-0.154218,0.159353,-0.975102,45.128017,34
0.151602,-0.025569,-0.988111,35.598286,24
-0.748251,0.143234,-0.647769,51.348255,36
-0.130432,-0.019116,-0.991273,48.914467,22
0.304361,-0.019559,-0.952356,47.901978,33
-0.076094,-0.024457,-0.996801,38.575272,22
-0.47723,-0.03397,-0.878122,28.191715,27
0.144418,-0.02009,-0.989313,45.194317,37
-0.430368,-0.017971,-0.902475,51.922768,26
-0.148479,-0.00868,-0.988878,102.393021,24
-0.157955,-0.008669,-0.987408,102.570107,24
-0.275901,-0.008439,-0.961149,105.666534,27
-0.167646,-0.008686,-0.985809,102.756996,22
-0.128507,0.069169,-0.989293,102.175697,24
-0.137801,0.069414,-0.988025,102.211273,38
-0.147341,0.069501,-0.986641,102.239769,21
-0.432528,-0.020059,-0.901397,47.619167,39
-0.524288,-0.017381,-0.851363,52.222092,25
-0.396348,-0.027241,-0.917696,52.616146,36
0.176071,-0.019007,-0.984194,48.930851,20
-0.072811,-0.036943,-0.996661,48.269051,28
-0.391534,-0.020137,-0.919943,46.579075,31
-0.01215,-0.019885,-0.999729,47.072006,35
-0.040474,0.227768,-0.972874,32.281464,31
0.197084,0.26796,-0.943056,27.113653,22
0.105846,-0.035577,-0.993746,25.73852,32
-0.85557,0.139041,-0.498665,52.792416,27
-0.858678,-0.018083,-0.512197,51.562927,36
-0.291777,0.167686,-0.941673,44.077339,23
0.303002,-0.020937,-0.95276,42.572063,30
