@relation chutar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
0.234828,0.221507,-0.946462,30.083298,30
0.313569,-0.03613,-0.948878,24.505941,27
0.48357,0.161299,-0.860315,42.374477,28
0.552735,-0.017963,-0.833163,51.928715,31
0.00644,0.312777,-0.949805,24.041363,36
0.035446,-0.029307,-0.998942,30.48246,33
0.376357,0.147188,-0.914708,46.532909,26
0.285585,0.133438,-0.949018,50.797234,21
-0.089947,0.158642,-0.983231,44.798859,38
-0.406678,-0.033214,-0.912967,28.954271,33
0.39309,-0.018716,-0.919309,49.593151,21
0.074561,0.183281,-0.980229,40.256966,31
0.16738,-0.026057,-0.985548,36.23708,27
0.179496,-0.024899,-0.983444,36.50359,27
0.180966,0.142066,-0.973174,48.6031,21
0.107819,-0.009249,-0.994127,97.749191,39
0.097619,-0.00926,-0.995181,97.632439,38
-0.132331,-0.010626,-0.991149,84.639519,29
-0.144975,-0.010579,-0.989379,84.758598,28
0.22015,0.167471,-0.960983,41.108128,30
0.31024,0.219429,-0.924987,30.494312,38
0.265066,-0.018886,-0.964045,49.48035,30
0.261327,-0.026253,-0.964893,35.941498,30
0.33492,0.206558,-0.919327,36.040051,28
-0.277463,0.28027,-0.918947,26.373598,37
-0.13119,0.318677,-0.938741,23.746994,20
-0.206713,0.313157,-0.926932,24.14673,27
0.466565,-0.037497,-0.883692,24.405769,35
-0.247904,-0.02372,-0.968494,39.801487,32
-0.600109,0.214546,-0.77061,34.667652,34
0.791896,-0.02128,-0.610285,40.756222,26
0.861418,0.138839,-0.488552,49.89782,23
0.094438,-0.035757,-0.994888,23.316696,32
0.391811,-0.020728,-0.919812,45.300266,23
-0.23224,0.138585,-0.962735,52.483418,32
0.347513,-0.055047,-0.936058,45.345715,22
0.370589,0.142637,-0.917779,51.539776,21
0.138094,0.152109,-0.978669,48.402798,25
0.391618,-0.018126,-0.91995,51.514782,22
0.027484,-0.018133,-0.999458,50.279095,21
-0.203547,-0.018417,-0.978892,51.093121,24
0.316786,0.147439,-0.936968,48.807457,32
0.155396,-0.018809,-0.987673,49.676704,20
0.150817,0.17449,-0.97304,42.352829,34
-0.640874,-0.023109,-0.767298,37.687046,25
-0.434099,-0.024763,-0.900525,35.20863,38
0.032397,0.15364,-0.987596,47.967773,27
-0.484147,-0.027098,-0.874567,33.88567,28
-0.33951,-0.019597,-0.940398,47.808872,21
0.32901,0.1672,-0.929407,44.21291,34
0.055644,0.159443,-0.985638,46.236694,24
0.27437,0.137926,-0.951681,47.382103,26
-0.012144,-0.020723,-0.999712,45.222519,20
0.349335,-0.019358,-0.936798,47.991261,23
0.285717,-0.040414,-0.957462,24.142099,28
0.306029,0.296575,-0.904649,25.273043,27
0.29926,-0.034724,-0.953539,26.855089,33
0.295574,0.167803,-0.940467,40.414272,38
-0.063072,-0.008695,-0.997971,103.080933,24
-0.06307,-0.008695,-0.997971,103.087723,38
0.062532,-0.008695,-0.998005,103.287735,36
0.394143,-0.03779,-0.918272,22.363489,29
-0.38228,0.415822,-0.825199,16.085281,29
-0.839354,-0.033171,-0.542572,25.745798,35
0.389435,-0.017913,-0.92088,52.138149,22
0.387021,-0.018275,-0.92189,47.654232,28
0.879905,-0.041312,-0.47335,23.690207,31
0.807917,0.334187,-0.485375,22.817402,37
0.762861,0.360982,-0.53641,21.103342,32
0.861988,-0.043089,-0.505093,22.720181,22
0.353752,-0.079505,-0.931954,12.543465,35
0.768732,0.139777,-0.62411,49.757298,22
0.646438,-0.024407,-0.762576,40.452171,32
0.784325,0.135592,-0.60535,51.233852,29
0.659226,-0.02539,-0.751516,40.892166,21
0.657685,-0.026944,-0.752811,40.769196,29
0.786352,0.138839,-0.601976,50.871777,27
0.260806,-0.038193,-0.964635,21.811924,39
0.578687,-0.03226,-0.814912,26.475206,39
0.662871,-0.029616,-0.748148,29.130959,34
0.292586,-0.038504,-0.955464,22.150221,22
0.225952,0.302232,-0.926068,22.668509,30
0.554145,0.263937,-0.789468,27.118618,25
0.176769,-0.050997,-0.98293,21.27099,21
0.956825,0.164737,-0.239473,44.785545,23
0.956819,0.164747,-0.239489,44.772221,20
0.969851,-0.02117,-0.242778,44.255081,25
-0.535926,-0.022343,-0.84397,41.540073,39
-0.509947,0.17585,-0.84204,41.519234,20
-0.499128,-0.02293,-0.866225,40.544685,29
0.819406,0.23068,-0.524747,32.328869,24
0.903623,0.172375,-0.392113,42.882404,37
0.829664,0.224665,-0.511061,33.170494,26
0.081095,0.49654,-0.864217,14.992737,21
0.769252,0.318294,-0.554022,23.879694,23
0.769222,0.318289,-0.554066,23.861101,27
0.961809,-0.023735,-0.272689,39.806965,22
0.959747,-0.024354,-0.27981,38.832607,32
0.936371,0.198689,-0.289364,37.431461,22
0.366222,-0.022281,-0.930261,42.282475,37
0.122525,0.16259,-0.979057,45.394955,33
0.374246,0.148373,-0.915383,49.606564,34
0.341305,-0.01931,-0.939754,48.490047,26
0.066204,-0.0205,-0.997595,45.706524,20
0.604659,0.308782,-0.734194,24.27326,34
0.575845,0.316866,-0.753657,23.628799,20
-0.123031,-0.052785,-0.990998,17.407322,23
0.463734,-0.020415,-0.885739,45.975063,36
0.427,-0.020837,-0.904012,45.086464,32
0.47536,0.157394,-0.865598,46.860332,32
-0.569697,0.241483,-0.785577,30.796125,39
-0.789686,-0.023888,-0.613046,38.941074,26
-0.613165,0.232109,-0.755085,31.92811,39
