@relation pasar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
0.965539,-0.010065,-0.260062,17.85116,25
0.965551,-0.008738,-0.260065,17.851164,19
0.965562,-0.007397,-0.260069,17.851168,29
0.965571,-0.006017,-0.26007,17.851171,9
0.96558,-0.004479,-0.260068,17.851175,21
0.965586,-0.00311,-0.260067,17.851179,17
0.96559,-0.001846,-0.260061,17.851183,18
0.965592,-0.000559,-0.260061,17.851187,11
0.965592,0.000808,-0.260061,17.851191,12
0.96559,0.002147,-0.260061,17.851194,26
0.965586,0.003493,-0.26006,17.851198,12
0.965581,0.004769,-0.260058,17.851202,5
0.965574,0.006088,-0.260056,17.851208,7
0.965562,0.007937,-0.260053,17.85121,16
0.965553,0.008968,-0.26005,17.851215,12
0.965541,0.01036,-0.260046,17.851217,21
0.965526,0.011736,-0.260042,17.851223,5
0.965509,0.013151,-0.260038,17.851225,23
0.965491,0.014534,-0.260032,17.851231,18
0.965476,0.015896,-0.260006,17.851234,14
0.965465,0.017273,-0.259958,17.851238,19
0.965443,0.018712,-0.259941,17.851242,29
0.965415,0.020286,-0.259928,17.851246,19
0.965387,0.021684,-0.259918,17.85125,24
0.965357,0.023088,-0.259908,17.851254,26
0.965326,0.02445,-0.259899,17.851257,10
0.965293,0.025841,-0.25989,17.851261,10
0.980675,0.186083,0.060412,4.313447,22
0.981068,0.184172,0.059884,4.341603,14
0.981224,0.183375,0.05977,4.359699,8
0.981372,0.18264,0.059596,4.371124,18
0.981371,0.182706,0.059415,4.373301,21
0.981352,0.182786,0.059481,4.372946,26
0.981344,0.182819,0.05951,4.372808,7
0.981341,0.182832,0.059521,4.372747,6
0.981339,0.182838,0.059528,4.372722,16
0.981338,0.182841,0.059532,4.372708,23
0.981338,0.182842,0.059532,4.37271,5
0.981338,0.182843,0.059532,4.372627,6
0.981338,0.182843,0.059532,4.372625,29
0.981338,0.182843,0.059532,4.372625,19
0.981338,0.182843,0.059532,4.372621,27
0.981258,0.183274,0.059526,4.372616,6
0.981306,0.183019,0.059524,4.372466,15
0.981321,0.182948,0.059497,4.371954,29
