@relation pasar

@attribute Direccion(x) numeric
@attribute Direccion(y) numeric
@attribute Direccion(z) numeric
@attribute Distancia numeric
@attribute Fuerza numeric

@data
0.197253,0.009064,0.980311,75.395058,21
0.19727,0.009063,0.980307,75.410576,26
0.197288,0.009062,0.980304,75.415398,6
0.1973,0.00436,0.980334,75.384033,17
0.197541,0.002304,0.980292,75.243401,29
0.201692,-0.019174,0.979261,74.061905,25
0.201784,-0.019718,0.979231,74.042305,13
0.201839,-0.020043,0.979214,73.949295,22
0.589347,0.005595,0.80786,126.609619,29
0.589289,0.005595,0.807903,126.601776,20
0.589243,0.005595,0.807937,126.560173,19
0.203339,0.010854,0.979048,64.046356,17
0.203495,0.010861,0.979016,64.029831,13
0.203599,0.010865,0.978994,63.840168,14
0.204372,0.009055,0.978851,63.644115,18
0.204832,0.006829,0.978773,63.371208,28
0.205234,0.00381,0.978706,62.960888,27
0.205789,-0.000401,0.978596,62.45015,15
0.206265,-0.006085,0.978477,61.983944,23
0.206369,-0.00856,0.978437,61.517067,6
0.781461,0.009987,0.623874,71.604156,9
0.781463,0.009988,0.623872,71.58548,10
0.781464,0.009989,0.62387,71.522095,18
0.354022,0.005691,0.93522,124.292252,8
0.354021,0.005691,0.93522,124.28714,14
0.354019,0.005691,0.935221,124.284523,20
0.258717,0.005997,0.965934,115.210075,18
0.25872,0.005997,0.965934,115.217636,23
0.258722,0.005997,0.965933,115.260941,28
0.258735,0.003133,0.965943,115.065819,7
0.259135,-0.00075,0.965841,114.847534,26
0.25928,-0.002457,0.965799,114.589859,22
0.259277,-0.005736,0.965786,114.259674,5
0.259275,-0.007069,0.965778,114.055573,20
0.259275,-0.006968,0.965778,113.921867,28
0.259025,-0.006873,0.965846,113.775505,6
0.258785,-0.006814,0.965911,113.604057,19
0.25884,-0.007034,0.965895,113.461189,25
0.259013,-0.007286,0.965846,113.397827,6
0.259164,-0.007501,0.965804,113.346771,6
0.257905,0.006146,0.966151,115.245338,6
0.257908,0.006146,0.96615,115.246635,8
0.257913,0.006145,0.966149,115.247574,25
0.259771,0.006157,0.96565,115.346214,16
0.259776,0.006157,0.965649,115.347046,22
0.25978,0.006141,0.965648,115.346283,23
0.261195,-0.005777,0.965269,115.451477,7
0.2612,-0.005729,0.965268,115.452896,7
0.261206,-0.005673,0.965267,115.457588,20
0.310275,0.007353,0.950618,93.320251,24
0.310261,0.007353,0.950623,93.332809,10
0.310242,0.007352,0.950629,93.377686,23
0.310176,0.006067,0.95066,93.377052,9
0.310179,0.003277,0.950672,93.286934,14
0.310217,0.002004,0.950664,93.132568,26
0.310314,0.000339,0.950634,92.837204,29
0.310556,-0.002876,0.950551,92.354866,11
0.310837,-0.008189,0.950428,91.830414,28
